terminal_voltage,terminal_current,temperature,charge_current,charge_voltage,time,capacity,cycle,SOH
4.200502465,-0.002574997,23.8197562,0.0004,0,0,1.713169326,8,0.856584663
4.200289223,-0.002828755,23.81162713,0.0006,4.215,9.297,1.713169326,8,0.856584663
3.472020206,-4.024850601,23.9963296,3.995,1.519,19.813,1.713169326,8,0.856584663
3.43230216,-4.025356444,24.50216614,3.995,1.498,29.579,1.713169326,8,0.856584663
3.401728548,-4.026066073,25.09311631,3.995,1.475,39.344,1.713169326,8,0.856584663
3.375317408,-4.025485038,25.69336539,3.995,1.449,49.094,1.713169326,8,0.856584663
3.351892131,-4.025913057,26.25557148,3.995,1.423,58.813,1.713169326,8,0.856584663
3.330173519,-4.025579928,26.7321768,3.995,1.402,68.61,1.713169326,8,0.856584663
3.309707762,-4.023166043,27.22246389,3.995,1.38,78.454,1.713169326,8,0.856584663
3.29154228,-4.024767146,27.60608598,3.995,1.356,88.204,1.713169326,8,0.856584663
3.2749592,-4.02665891,28.02113271,3.995,1.336,97.922,1.713169326,8,0.856584663
3.260100861,-4.027124674,28.41500732,3.995,1.318,107.641,1.713169326,8,0.856584663
3.246634831,-4.028184735,28.77140754,3.995,1.304,117.407,1.713169326,8,0.856584663
3.234754144,-4.023593283,29.15854131,3.995,1.29,127.125,1.713169326,8,0.856584663
3.223769972,-4.024359212,29.51276468,3.995,1.279,136.891,1.713169326,8,0.856584663
3.213769878,-4.025705597,29.86730136,3.995,1.267,146.672,1.713169326,8,0.856584663
3.204815579,-4.024818968,30.21509657,3.995,1.258,156.438,1.713169326,8,0.856584663
3.196757052,-4.023473213,30.56380846,3.995,1.251,166.204,1.713169326,8,0.856584663
3.189434867,-4.026388551,30.90838104,3.995,1.244,175.985,1.713169326,8,0.856584663
3.18245236,-4.026427473,31.24113903,3.995,1.237,185.719,1.713169326,8,0.856584663
3.176059495,-4.02558301,31.53209693,3.995,1.23,195.454,1.713169326,8,0.856584663
3.170118226,-4.025857909,31.83233795,3.995,1.225,205.204,1.713169326,8,0.856584663
3.164275164,-4.025410613,32.1324895,3.995,1.22,214.985,1.713169326,8,0.856584663
3.158701936,-4.024731218,32.45247567,3.995,1.216,224.719,1.713169326,8,0.856584663
3.15336717,-4.025619469,32.72214074,3.995,1.21,234.563,1.713169326,8,0.856584663
3.148220235,-4.02429297,33.03515447,3.995,1.206,244.313,1.713169326,8,0.856584663
3.14302602,-4.026787361,33.29013661,3.995,1.201,254.063,1.713169326,8,0.856584663
3.138228041,-4.024890082,33.60629822,3.995,1.196,263.813,1.713169326,8,0.856584663
3.13314165,-4.025047238,33.83335402,3.995,1.191,273.594,1.713169326,8,0.856584663
3.128508243,-4.026888556,34.11820414,3.995,1.187,283.407,1.713169326,8,0.856584663
3.123527455,-4.026894933,34.39063875,3.995,1.184,293.141,1.713169326,8,0.856584663
3.118908054,-4.026299609,34.66723836,3.995,1.179,302.938,1.713169326,8,0.856584663
3.114070363,-4.022669334,34.94091839,3.995,1.174,312.704,1.713169326,8,0.856584663
3.109413455,-4.025283327,35.1866598,3.995,1.17,322.438,1.713169326,8,0.856584663
3.104764135,-4.027400792,35.42194607,3.995,1.165,332.157,1.713169326,8,0.856584663
3.100027789,-4.025173091,35.6945495,3.995,1.16,341.875,1.713169326,8,0.856584663
3.09563253,-4.024225448,35.96516778,3.995,1.156,351.61,1.713169326,8,0.856584663
3.090851738,-4.026288999,36.2348918,3.995,1.152,361.36,1.713169326,8,0.856584663
3.086133387,-4.02517129,36.43233475,3.995,1.147,371.094,1.713169326,8,0.856584663
3.081519969,-4.025896135,36.65459055,3.995,1.143,380.954,1.713169326,8,0.856584663
3.076932704,-4.027548873,36.90279294,3.995,1.138,390.704,1.713169326,8,0.856584663
3.072511412,-4.023240195,37.14573377,3.995,1.133,400.485,1.713169326,8,0.856584663
3.067474416,-4.025634223,37.37560442,3.995,1.129,410.219,1.713169326,8,0.856584663
3.062808437,-4.024790377,37.61984465,3.995,1.124,420.016,1.713169326,8,0.856584663
3.058237199,-4.025341538,37.8817282,3.995,1.119,429.813,1.713169326,8,0.856584663
3.053504673,-4.025659064,38.11989718,3.995,1.114,439.547,1.713169326,8,0.856584663
3.04869828,-4.024996247,38.30479287,3.995,1.109,449.25,1.713169326,8,0.856584663
3.04410533,-4.023851637,38.50928328,3.995,1.105,459,1.713169326,8,0.856584663
3.039603605,-4.027688749,38.73872892,3.995,1.101,468.782,1.713169326,8,0.856584663
3.034966677,-4.026228833,38.95392732,3.995,1.096,478.5,1.713169326,8,0.856584663
3.03020681,-4.027898682,39.20101119,3.995,1.092,488.266,1.713169326,8,0.856584663
3.025607846,-4.026072477,39.41192032,3.995,1.088,498.157,1.713169326,8,0.856584663
3.020934844,-4.026510344,39.65275363,3.995,1.083,507.907,1.713169326,8,0.856584663
3.016390092,-4.027300527,39.86204227,3.995,1.079,517.641,1.713169326,8,0.856584663
3.01171067,-4.025891823,40.08369716,3.995,1.075,527.407,1.713169326,8,0.856584663
3.007333393,-4.022941443,40.28711772,3.995,1.07,537.188,1.713169326,8,0.856584663
3.002855319,-4.027762424,40.51485408,3.995,1.066,547,1.713169326,8,0.856584663
2.998046631,-4.02473097,40.72499056,3.995,1.062,556.75,1.713169326,8,0.856584663
2.993565158,-4.027482173,40.93294941,3.995,1.058,566.5,1.713169326,8,0.856584663
2.989186661,-4.025762443,41.16128436,3.995,1.054,576.25,1.713169326,8,0.856584663
2.984763509,-4.026400183,41.36393475,3.995,1.05,586.016,1.713169326,8,0.856584663
2.98023371,-4.022249426,41.56563137,3.995,1.046,595.766,1.713169326,8,0.856584663
2.975931,-4.02575957,41.7946381,3.995,1.042,605.516,1.713169326,8,0.856584663
2.971544773,-4.02625521,41.98320744,3.995,1.038,615.282,1.713169326,8,0.856584663
2.967150568,-4.025413971,42.18748667,3.995,1.034,625.125,1.713169326,8,0.856584663
2.962858299,-4.025631498,42.38420219,3.995,1.03,634.86,1.713169326,8,0.856584663
2.958567946,-4.026648858,42.56991739,3.995,1.026,644.579,1.713169326,8,0.856584663
2.954332689,-4.025484266,42.78177869,3.995,1.022,654.313,1.713169326,8,0.856584663
2.95033696,-4.024640045,42.95906586,3.995,1.018,664.047,1.713169326,8,0.856584663
2.945776816,-4.025529451,43.19666675,3.995,1.014,673.813,1.713169326,8,0.856584663
2.941543325,-4.025789495,43.32774913,3.995,1.01,683.594,1.713169326,8,0.856584663
2.93735609,-4.027671026,43.53085707,3.995,1.006,693.391,1.713169326,8,0.856584663
2.933057538,-4.026347761,43.76511451,3.995,1.003,703.125,1.713169326,8,0.856584663
2.928735871,-4.025221858,43.95452863,3.995,0.999,712.891,1.713169326,8,0.856584663
2.924628005,-4.026484747,44.13956809,3.995,0.995,722.672,1.713169326,8,0.856584663
2.920276481,-4.025198037,44.33343011,3.995,0.991,732.5,1.713169326,8,0.856584663
2.916064349,-4.026199681,44.53753751,3.995,0.987,742.235,1.713169326,8,0.856584663
2.911886831,-4.023511975,44.74963291,3.995,0.983,751.985,1.713169326,8,0.856584663
2.907417565,-4.025986222,44.92914654,3.995,0.979,761.75,1.713169326,8,0.856584663
2.903251285,-4.0262996,45.1224936,3.995,0.974,771.516,1.713169326,8,0.856584663
2.89846834,-4.02287225,45.29155494,3.995,0.97,781.329,1.713169326,8,0.856584663
2.893912474,-4.02546606,45.46775015,3.995,0.966,791.141,1.713169326,8,0.856584663
2.893769947,-4.025634448,45.63460535,3.995,0.961,800.86,1.713169326,8,0.856584663
2.893932335,-4.026812636,45.78924848,3.995,0.963,810.625,1.713169326,8,0.856584663
2.892973746,-4.025590638,45.99565827,3.995,0.964,820.391,1.713169326,8,0.856584663
2.890161761,-4.025361632,46.08874153,3.995,0.961,830.125,1.713169326,8,0.856584663
2.887488958,-4.024386011,46.15616832,3.995,0.959,839.907,1.713169326,8,0.856584663
2.883834976,-4.028435537,46.30317704,3.995,0.955,849.641,1.713169326,8,0.856584663
2.879761849,-4.02407005,46.49017386,3.995,0.952,859.5,1.713169326,8,0.856584663
2.875618829,-4.025677632,46.61003192,3.995,0.948,869.266,1.713169326,8,0.856584663
2.871503773,-4.024530912,46.77218998,3.995,0.944,879.11,1.713169326,8,0.856584663
2.873093375,-4.026333944,47.032669,3.995,0.941,888.891,1.713169326,8,0.856584663
2.871186701,-4.025979492,47.0803092,3.995,0.943,898.641,1.713169326,8,0.856584663
2.868404157,-4.023843541,47.23622246,3.995,0.94,908.438,1.713169326,8,0.856584663
2.864942198,-4.025752506,47.44001173,3.995,0.937,918.172,1.713169326,8,0.856584663
2.860330869,-4.023678353,47.56586318,3.995,0.933,927.969,1.713169326,8,0.856584663
2.855040633,-4.026384643,47.70165647,3.995,0.929,937.797,1.713169326,8,0.856584663
2.850354081,-4.026987925,47.79588799,3.995,0.922,947.532,1.713169326,8,0.856584663
