terminal_voltage,terminal_current,temperature,charge_current,charge_voltage,time,capacity,cycle,SOH
4.199359522,-0.001865892,23.93704395,-0.0004,0,0,1.891052295,1,0.945526148
4.199497434,-0.002139427,23.92407356,-0.0004,4.215,16.781,1.891052295,1,0.945526148
3.985606343,-1.988778115,24.00425671,-2,3.003,35.703,1.891052295,1,0.945526148
3.963247269,-1.992557903,24.1628683,-2,2.987,53.781,1.891052295,1,0.945526148
3.946646656,-1.988491191,24.3463677,-2,2.972,71.922,1.891052295,1,0.945526148
3.932765867,-1.991151752,24.54613195,-2,2.963,90.094,1.891052295,1,0.945526148
3.921003411,-1.98950267,24.7413361,-2,2.957,108.281,1.891052295,1,0.945526148
3.91094852,-1.989180463,24.9371319,-2,2.955,126.453,1.891052295,1,0.945526148
3.901712264,-1.989492296,25.12795401,-2,2.951,144.641,1.891052295,1,0.945526148
3.893208494,-1.989591367,25.31315607,-2,2.946,162.844,1.891052295,1,0.945526148
3.885713304,-1.99034204,25.51065124,-2,2.94,181.016,1.891052295,1,0.945526148
3.878351901,-1.988788161,25.69493398,-2,2.934,199.219,1.891052295,1,0.945526148
3.871454018,-1.99121264,25.88670848,-2,2.929,217.391,1.891052295,1,0.945526148
3.864964146,-1.990449517,26.07142182,-2,2.923,235.594,1.891052295,1,0.945526148
3.858974247,-1.988648907,26.2471859,-2,2.919,253.75,1.891052295,1,0.945526148
3.852982582,-1.991455321,26.42413448,-2,2.913,271.984,1.891052295,1,0.945526148
3.847076274,-1.98918309,26.59561447,-2,2.909,290.141,1.891052295,1,0.945526148
3.841462246,-1.991695436,26.7751169,-2,2.903,308.359,1.891052295,1,0.945526148
3.836068948,-1.991298908,26.93239942,-2,2.899,326.5,1.891052295,1,0.945526148
3.830981245,-1.989563326,27.09802416,-2,2.894,344.75,1.891052295,1,0.945526148
3.825728054,-1.990638332,27.25462844,-2,2.889,362.906,1.891052295,1,0.945526148
3.821010338,-1.989083898,27.40590216,-2,2.885,381.047,1.891052295,1,0.945526148
3.816124292,-1.992536549,27.557097,-2,2.88,399.187,1.891052295,1,0.945526148
3.811430395,-1.989823302,27.72629828,-2,2.875,417.281,1.891052295,1,0.945526148
3.806787896,-1.988892017,27.87454024,-2,2.871,435.484,1.891052295,1,0.945526148
3.802088241,-1.990696053,28.00730704,-2,2.867,453.672,1.891052295,1,0.945526148
3.797400677,-1.986308898,28.15402227,-2,2.862,471.812,1.891052295,1,0.945526148
3.792817015,-1.991105489,28.30560893,-2,2.857,490.203,1.891052295,1,0.945526148
3.78804503,-1.990414562,28.44699675,-2,2.853,508.344,1.891052295,1,0.945526148
3.783656244,-1.988464573,28.57832776,-2,2.849,526.625,1.891052295,1,0.945526148
3.779067552,-1.989947679,28.72029371,-2,2.844,544.922,1.891052295,1,0.945526148
3.774468642,-1.990197471,28.8521378,-2,2.839,563.125,1.891052295,1,0.945526148
3.769792491,-1.99166373,28.98035876,-2,2.835,581.406,1.891052295,1,0.945526148
3.765284088,-1.987989574,29.09514031,-2,2.831,599.656,1.891052295,1,0.945526148
3.760870127,-1.991334457,29.21330943,-2,2.826,617.875,1.891052295,1,0.945526148
3.756619593,-1.990607924,29.32768911,-2,2.822,636.047,1.891052295,1,0.945526148
3.752234577,-1.991399827,29.41673697,-2,2.817,654.422,1.891052295,1,0.945526148
3.747854666,-1.989607814,29.52047005,-2,2.813,672.594,1.891052295,1,0.945526148
3.74381995,-1.988442785,29.60027603,-2,2.809,690.812,1.891052295,1,0.945526148
3.739757099,-1.987854194,29.67844707,-2,2.805,708.937,1.891052295,1,0.945526148
3.735479343,-1.989895044,29.75660998,-2,2.801,727.266,1.891052295,1,0.945526148
3.731377039,-1.989684252,29.81943294,-2,2.797,745.578,1.891052295,1,0.945526148
3.727517493,-1.992587637,29.8909539,-2,2.793,763.797,1.891052295,1,0.945526148
3.72359068,-1.988794386,29.94848962,-2,2.789,782.109,1.891052295,1,0.945526148
3.719668139,-1.993096903,29.99890195,-2,2.785,800.484,1.891052295,1,0.945526148
3.71564453,-1.992149664,30.06699442,-2,2.781,818.797,1.891052295,1,0.945526148
3.711534687,-1.991714371,30.10704773,-2,2.777,837.016,1.891052295,1,0.945526148
3.707697012,-1.990716961,30.12933004,-2,2.774,855.25,1.891052295,1,0.945526148
3.703719646,-1.991117154,30.18021264,-2,2.77,873.578,1.891052295,1,0.945526148
3.699820642,-1.98944393,30.22191492,-2,2.766,891.812,1.891052295,1,0.945526148
