terminal_voltage,terminal_current,temperature,charge_current,charge_voltage,time,capacity,cycle,SOH
4.161851897,0.00070317,5.772228474,0.0004,0,0,1.507693348,2,0.753846674
4.161807949,0.000471742,5.814002306,0.0002,4.177,9.297,1.507693348,2,0.753846674
3.964472951,-0.998299752,5.840134092,0.999,3.426,23.265,1.507693348,2,0.753846674
3.94544542,-0.995346837,5.885222573,0.999,3.41,36.437,1.507693348,2,0.753846674
3.930999883,-0.997544502,5.964958624,0.999,3.398,49.609,1.507693348,2,0.753846674
3.919116396,-0.99653784,6.014838277,0.999,3.388,62.781,1.507693348,2,0.753846674
3.908843369,-0.998954344,6.068853599,0.999,3.378,76.094,1.507693348,2,0.753846674
3.899870158,-0.99715508,6.131683123,0.999,3.37,89.265,1.507693348,2,0.753846674
3.891660331,-0.997165565,6.169329771,0.999,3.363,102.469,1.507693348,2,0.753846674
3.884245566,-0.995404198,6.243175089,0.999,3.356,115.625,1.507693348,2,0.753846674
3.877614227,-0.998247088,6.318489122,0.999,3.35,128.812,1.507693348,2,0.753846674
3.871404483,-0.998671343,6.379194027,0.999,3.345,141.984,1.507693348,2,0.753846674
3.865657745,-0.996155521,6.439950491,0.9992,3.339,155.109,1.507693348,2,0.753846674
3.860358003,-0.997181214,6.494101756,0.999,3.335,168.312,1.507693348,2,0.753846674
3.855314823,-0.997751677,6.56086787,0.999,3.33,181.515,1.507693348,2,0.753846674
3.850872456,-0.996490066,6.607626862,0.9992,3.326,194.719,1.507693348,2,0.753846674
3.846577952,-0.99522322,6.673897452,0.999,3.323,207.906,1.507693348,2,0.753846674
3.842410579,-0.997729305,6.725251574,0.999,3.319,221.047,1.507693348,2,0.753846674
3.83859418,-0.998423873,6.784776065,0.999,3.316,234.234,1.507693348,2,0.753846674
3.835015012,-0.998877469,6.827438297,0.999,3.312,247.437,1.507693348,2,0.753846674
3.831638611,-0.996802943,6.889576009,0.999,3.309,260.609,1.507693348,2,0.753846674
3.828199114,-0.996785028,6.928163222,0.999,3.306,273.75,1.507693348,2,0.753846674
3.825105046,-0.993902269,6.982221046,0.999,3.304,286.937,1.507693348,2,0.753846674
3.82199145,-0.996767745,7.044033421,0.999,3.3,300.172,1.507693348,2,0.753846674
3.819056071,-0.996758923,7.091777934,0.999,3.298,313.328,1.507693348,2,0.753846674
3.816100045,-0.995148543,7.147242723,0.999,3.295,326.5,1.507693348,2,0.753846674
3.813429697,-0.997008587,7.196748503,0.999,3.292,339.687,1.507693348,2,0.753846674
3.810570346,-0.997099502,7.263553419,0.999,3.29,352.89,1.507693348,2,0.753846674
3.807957017,-0.998100622,7.309073058,0.999,3.288,366.047,1.507693348,2,0.753846674
3.805246849,-0.996993388,7.362310572,0.999,3.284,379.203,1.507693348,2,0.753846674
3.802704976,-0.997358549,7.409346038,0.999,3.282,392.406,1.507693348,2,0.753846674
3.799866116,-0.996358187,7.456350083,0.999,3.28,405.594,1.507693348,2,0.753846674
3.797208743,-0.994663446,7.517357598,0.999,3.277,418.75,1.507693348,2,0.753846674
3.794605837,-0.996114447,7.550375466,0.999,3.275,431.922,1.507693348,2,0.753846674
3.791933982,-0.997172556,7.602882799,0.999,3.272,445.125,1.507693348,2,0.753846674
3.789279877,-0.99620158,7.641064859,0.999,3.27,458.312,1.507693348,2,0.753846674
3.786639447,-0.995926201,7.689602276,0.999,3.267,471.437,1.507693348,2,0.753846674
3.783973584,-0.996665396,7.744805124,0.999,3.265,484.64,1.507693348,2,0.753846674
3.781129619,-0.998110176,7.777779108,0.999,3.262,497.828,1.507693348,2,0.753846674
3.778507605,-0.996814858,7.816998108,0.999,3.26,511.031,1.507693348,2,0.753846674
3.775969331,-0.996960459,7.871176086,0.999,3.257,524.187,1.507693348,2,0.753846674
3.773111444,-0.997195472,7.907279507,0.999,3.254,537.375,1.507693348,2,0.753846674
3.77037138,-0.995039878,7.934246086,0.999,3.252,550.531,1.507693348,2,0.753846674
3.767674247,-0.995372491,7.882077942,0.999,3.249,563.672,1.507693348,2,0.753846674
3.764849455,-0.998257795,7.55549623,0.999,3.246,576.812,1.507693348,2,0.753846674
3.761764572,-0.997234486,7.25420271,0.999,3.243,590,1.507693348,2,0.753846674
3.758212207,-0.995911459,7.092523051,0.999,3.24,603.281,1.507693348,2,0.753846674
3.754884549,-0.996911675,6.968367447,0.999,3.236,616.469,1.507693348,2,0.753846674
3.751207047,-0.998067753,6.786916351,0.999,3.233,629.64,1.507693348,2,0.753846674
3.747630386,-0.995793924,6.633383801,0.999,3.23,642.734,1.507693348,2,0.753846674
3.743864037,-0.997143967,6.491535244,0.999,3.226,655.812,1.507693348,2,0.753846674
3.739908637,-0.995520117,6.390874901,0.999,3.222,669.062,1.507693348,2,0.753846674
3.736191713,-0.995122655,6.317650245,0.999,3.218,682.265,1.507693348,2,0.753846674
3.732309053,-0.995683331,6.204442754,0.999,3.215,695.406,1.507693348,2,0.753846674
3.72851496,-0.996105971,6.045329913,0.999,3.211,708.562,1.507693348,2,0.753846674
3.72477609,-0.9970024,6.030897504,0.999,3.207,721.75,1.507693348,2,0.753846674
3.720979964,-0.99833486,5.917011702,0.999,3.204,734.89,1.507693348,2,0.753846674
3.717418089,-0.996350822,6.132295765,0.999,3.2,747.984,1.507693348,2,0.753846674
3.713960117,-0.997102067,6.37512831,0.999,3.196,761.109,1.507693348,2,0.753846674
3.710463166,-0.996125718,6.429502508,0.999,3.193,774.281,1.507693348,2,0.753846674
3.707405316,-0.997085242,6.538803596,0.999,3.19,787.484,1.507693348,2,0.753846674
3.705052498,-1.000891342,6.623779113,0.999,3.188,800.609,1.507693348,2,0.753846674
3.701926753,-0.995003488,6.678895481,0.999,3.184,813.797,1.507693348,2,0.753846674
3.699284282,-0.994594686,6.716535892,0.999,3.182,826.969,1.507693348,2,0.753846674
3.696750347,-0.995370433,6.789613059,0.999,3.18,840.062,1.507693348,2,0.753846674
3.694521614,-0.995444882,6.796533283,0.999,3.177,853.203,1.507693348,2,0.753846674
3.691893483,-0.996917701,6.806132451,0.999,3.175,866.359,1.507693348,2,0.753846674
3.689686049,-0.997191082,6.862597875,0.999,3.173,879.515,1.507693348,2,0.753846674
3.687536956,-0.994940911,6.867644457,0.999,3.17,892.625,1.507693348,2,0.753846674
3.685335915,-0.998631937,6.910172321,0.999,3.168,905.781,1.507693348,2,0.753846674
3.683096126,-0.997635259,6.915538509,0.999,3.166,918.89,1.507693348,2,0.753846674
3.681127731,-0.995911477,6.952931534,0.999,3.164,931.984,1.507693348,2,0.753846674
3.679088405,-0.996203302,6.962134342,0.999,3.162,945.14,1.507693348,2,0.753846674
3.67712186,-0.997657861,6.996229033,0.999,3.16,958.265,1.507693348,2,0.753846674
3.675159633,-0.998157946,7.04010421,0.999,3.158,971.422,1.507693348,2,0.753846674
3.6733113,-0.995768148,7.047077749,0.999,3.156,984.547,1.507693348,2,0.753846674
3.671393809,-0.997910098,7.056041083,0.999,3.154,997.64,1.507693348,2,0.753846674
3.669377074,-0.996643547,7.07167682,0.999,3.153,1010.797,1.507693348,2,0.753846674
3.667808599,-0.995402477,7.110543184,0.999,3.151,1023.937,1.507693348,2,0.753846674
3.666005912,-0.996607962,7.144812766,0.999,3.15,1037.015,1.507693348,2,0.753846674
