terminal_voltage,terminal_current,temperature,charge_current,charge_voltage,time,capacity,cycle,SOH
4.188108651,0.000130667,23.81952025,0.0006,0,0,1.855004521,1,0.927502261
4.188195943,0.001459081,23.82880716,0.0006,4.203,9.422,1.855004521,1,0.927502261
3.977432056,-2.005671955,23.84494449,1.9988,3.029,19.578,1.855004521,1,0.927502261
3.961974218,-2.012205795,23.92557733,1.9988,3.026,29.016,1.855004521,1,0.927502261
3.949835235,-2.012004641,24.01062793,1.9988,3.015,38.485,1.855004521,1,0.927502261
3.939550065,-2.007285098,24.10319196,1.9988,3.005,47.906,1.855004521,1,0.927502261
3.930453667,-2.009340458,24.19162073,1.9988,2.997,57.328,1.855004521,1,0.927502261
3.922180353,-2.010267259,24.29434353,1.999,2.987,66.75,1.855004521,1,0.927502261
3.9146489,-2.010024055,24.38261558,1.9988,2.979,76.156,1.855004521,1,0.927502261
3.907584709,-2.008670773,24.47631464,1.9988,2.974,85.594,1.855004521,1,0.927502261
3.901267803,-2.010623719,24.57457824,1.999,2.965,95.031,1.855004521,1,0.927502261
3.895214648,-2.009617297,24.66737223,1.9988,2.96,104.391,1.855004521,1,0.927502261
3.889690143,-2.007814322,24.76058265,1.9988,2.956,113.766,1.855004521,1,0.927502261
3.884241778,-2.011540424,24.85949786,1.9988,2.953,123.125,1.855004521,1,0.927502261
3.879127143,-2.008096145,24.96219948,1.9988,2.949,132.531,1.855004521,1,0.927502261
3.8745328,-2.011376289,25.0478665,1.9988,2.945,141.938,1.855004521,1,0.927502261
3.869965576,-2.009756653,25.15063116,1.999,2.943,151.328,1.855004521,1,0.927502261
3.865586181,-2.012294814,25.24596025,1.9988,2.939,160.735,1.855004521,1,0.927502261
3.861323297,-2.007549148,25.3346064,1.999,2.937,170.125,1.855004521,1,0.927502261
3.857541912,-2.008059469,25.41616898,1.9988,2.933,179.531,1.855004521,1,0.927502261
3.853373029,-2.009811169,25.51811964,1.9988,2.93,188.938,1.855004521,1,0.927502261
3.849750868,-2.010164079,25.60406455,1.9988,2.927,198.344,1.855004521,1,0.927502261
3.845967646,-2.008694841,25.70591743,1.9988,2.924,207.719,1.855004521,1,0.927502261
3.842361488,-2.007646921,25.78674132,1.999,2.922,217.172,1.855004521,1,0.927502261
3.83913536,-2.011691481,25.87705688,1.9988,2.919,226.578,1.855004521,1,0.927502261
3.835813026,-2.007390677,25.96647181,1.9988,2.916,235.938,1.855004521,1,0.927502261
3.832241611,-2.01168545,26.05068364,1.9988,2.913,245.36,1.855004521,1,0.927502261
3.829291625,-2.008501269,26.13429632,1.9988,2.91,254.828,1.855004521,1,0.927502261
3.826212051,-2.007782687,26.2209175,1.9988,2.907,264.188,1.855004521,1,0.927502261
3.823183538,-2.006959395,26.29741166,1.9988,2.905,273.594,1.855004521,1,0.927502261
3.820277221,-2.007970324,26.38966022,1.9988,2.902,283,1.855004521,1,0.927502261
3.817240045,-2.008993992,26.46686876,1.9988,2.9,292.406,1.855004521,1,0.927502261
3.814633648,-2.006583139,26.55704766,1.9988,2.897,301.86,1.855004521,1,0.927502261
3.811729657,-2.009970281,26.63549868,1.9988,2.895,311.219,1.855004521,1,0.927502261
3.809130725,-2.011557314,26.71211053,1.9988,2.892,320.563,1.855004521,1,0.927502261
3.806442978,-2.008789916,26.79618176,1.999,2.89,329.953,1.855004521,1,0.927502261
3.80372699,-2.008357811,26.87644361,1.999,2.887,339.328,1.855004521,1,0.927502261
3.800884192,-2.010552309,26.95898341,1.999,2.885,348.688,1.855004521,1,0.927502261
3.798668839,-2.006846693,27.03441105,1.9988,2.883,358.063,1.855004521,1,0.927502261
3.796115903,-2.00706394,27.10905849,1.9988,2.881,367.422,1.855004521,1,0.927502261
3.793544934,-2.007579543,27.18657522,1.9988,2.879,376.828,1.855004521,1,0.927502261
3.791214855,-2.010957278,27.27240865,1.9988,2.876,386.235,1.855004521,1,0.927502261
3.788686161,-2.011269937,27.33868609,1.9988,2.874,395.625,1.855004521,1,0.927502261
3.786469595,-2.009309622,27.43048021,1.999,2.872,405.047,1.855004521,1,0.927502261
3.784127501,-2.005830238,27.5062934,1.9988,2.87,414.469,1.855004521,1,0.927502261
3.781509452,-2.01089346,27.57681609,1.9988,2.868,423.86,1.855004521,1,0.927502261
3.779149092,-2.008705069,27.65153058,1.9988,2.865,433.266,1.855004521,1,0.927502261
3.776945903,-2.006782696,27.72272911,1.9988,2.863,442.625,1.855004521,1,0.927502261
3.774414341,-2.011238568,27.79898781,1.999,2.861,452.125,1.855004521,1,0.927502261
3.772024659,-2.010285745,27.86206101,1.9988,2.859,461.5,1.855004521,1,0.927502261
3.769604524,-2.012800827,27.93889058,1.9988,2.857,470.86,1.855004521,1,0.927502261
3.767357887,-2.011042371,28.01432573,1.9988,2.855,480.219,1.855004521,1,0.927502261
3.76511344,-2.008538548,28.07446135,1.9988,2.853,489.641,1.855004521,1,0.927502261
3.762686464,-2.008875357,28.13297985,1.999,2.851,499,1.855004521,1,0.927502261
3.760322379,-2.008295439,28.20730451,1.9988,2.848,508.391,1.855004521,1,0.927502261
3.75800132,-2.008843766,28.26984759,1.9988,2.846,517.735,1.855004521,1,0.927502261
3.755800735,-2.008770009,28.32789109,1.9988,2.843,527.078,1.855004521,1,0.927502261
3.753272934,-2.007616646,28.38849918,1.9988,2.842,536.422,1.855004521,1,0.927502261
3.751067595,-2.008296868,28.45673723,1.9988,2.839,545.813,1.855004521,1,0.927502261
3.748847472,-2.009536161,28.51536111,1.9988,2.837,555.188,1.855004521,1,0.927502261
3.746398749,-2.008322899,28.57302454,1.9988,2.835,564.547,1.855004521,1,0.927502261
3.744251199,-2.008192795,28.63702103,1.9988,2.833,573.938,1.855004521,1,0.927502261
3.741884291,-2.009257903,28.68976213,1.9988,2.831,583.313,1.855004521,1,0.927502261
3.739740343,-2.010078642,28.74564717,1.9988,2.829,592.688,1.855004521,1,0.927502261
3.737619897,-2.01030478,28.78911905,1.9988,2.826,602.047,1.855004521,1,0.927502261
3.735312688,-2.008867672,28.8283431,1.9988,2.824,611.469,1.855004521,1,0.927502261
3.733076752,-2.009684358,28.8796112,1.9988,2.822,620.906,1.855004521,1,0.927502261
3.730963415,-2.009462246,28.9307826,1.999,2.819,630.281,1.855004521,1,0.927502261
3.728851851,-2.00905052,28.98415028,1.999,2.817,639.641,1.855004521,1,0.927502261
3.726625336,-2.009272568,29.0273792,1.999,2.815,649.016,1.855004521,1,0.927502261
3.724446176,-2.006641374,29.05704606,1.999,2.813,658.406,1.855004521,1,0.927502261
3.722348619,-2.01089856,29.09868869,1.9988,2.811,667.781,1.855004521,1,0.927502261
3.720164542,-2.008184208,29.14657734,1.9988,2.809,677.172,1.855004521,1,0.927502261
3.717991828,-2.007581084,29.16863197,1.9988,2.807,686.516,1.855004521,1,0.927502261
3.715942995,-2.009654615,29.20576859,1.999,2.805,695.922,1.855004521,1,0.927502261
3.714094092,-2.00742784,29.2470036,1.9988,2.804,705.313,1.855004521,1,0.927502261
3.711732781,-2.007585389,29.2795143,1.999,2.801,714.735,1.855004521,1,0.927502261
3.709805582,-2.010717787,29.30446846,1.9988,2.8,724.141,1.855004521,1,0.927502261
3.70741418,-2.009845043,29.33741543,1.9988,2.797,733.5,1.855004521,1,0.927502261
3.705499099,-2.007489421,29.37083014,1.9988,2.795,742.891,1.855004521,1,0.927502261
3.703487874,-2.009140358,29.39435708,1.999,2.793,752.281,1.855004521,1,0.927502261
3.701370267,-2.005761701,29.41708773,1.999,2.792,761.656,1.855004521,1,0.927502261
3.699359489,-2.010550034,29.45080285,1.999,2.789,771.031,1.855004521,1,0.927502261
3.697341128,-2.009158995,29.48168069,1.999,2.788,780.422,1.855004521,1,0.927502261
3.695216695,-2.009883887,29.49615621,1.9988,2.786,789.844,1.855004521,1,0.927502261
3.693207516,-2.011206404,29.52242392,1.999,2.784,799.25,1.855004521,1,0.927502261
3.69139262,-2.010110342,29.54834016,1.999,2.781,808.656,1.855004521,1,0.927502261
