terminal_voltage,terminal_current,temperature,charge_current,charge_voltage,time,capacity,cycle,SOH
4.191011619,-0.002847023,25.49262163,0.0004,0,0,1.64508737,3,0.822543685
4.19123561,-0.000900445,25.49695935,0.0004,4.206,9.359,1.64508737,3,0.822543685
3.583779104,-4.02410073,25.58479323,4,1.669,19.656,1.64508737,3,0.822543685
3.548973251,-4.026910483,25.8399982,4,1.647,29.094,1.64508737,3,0.822543685
3.520851125,-4.026790426,26.18040099,4,1.624,38.578,1.64508737,3,0.822543685
3.496297555,-4.02753162,26.51646651,4,1.601,48.047,1.64508737,3,0.822543685
3.473893018,-4.02546465,26.87951808,4,1.578,57.5,1.64508737,3,0.822543685
3.452244744,-4.027182693,27.2544075,4,1.557,66.953,1.64508737,3,0.822543685
3.431603365,-4.024321402,27.59619905,4,1.537,76.453,1.64508737,3,0.822543685
3.41223329,-4.026084958,27.937849,4,1.517,85.938,1.64508737,3,0.822543685
3.394498831,-4.026121224,28.23389369,4,1.496,95.391,1.64508737,3,0.822543685
3.378325749,-4.025902845,28.55063375,4,1.477,104.844,1.64508737,3,0.822543685
3.363350539,-4.027950265,28.86906155,4,1.461,114.281,1.64508737,3,0.822543685
3.349989946,-4.027081904,29.19050962,4,1.448,123.813,1.64508737,3,0.822543685
3.338542279,-4.025927802,29.49512358,4,1.436,133.297,1.64508737,3,0.822543685
3.328780527,-4.026144523,29.80284639,4,1.426,142.781,1.64508737,3,0.822543685
3.319863502,-4.02624933,30.12793076,4,1.419,152.313,1.64508737,3,0.822543685
3.312797962,-4.026375622,30.43968048,4,1.413,161.797,1.64508737,3,0.822543685
3.306016661,-4.025556782,30.72121013,4,1.407,171.281,1.64508737,3,0.822543685
3.300626381,-4.025351594,30.99489497,4,1.402,180.797,1.64508737,3,0.822543685
3.294941144,-4.028352445,31.26636163,4,1.397,190.344,1.64508737,3,0.822543685
3.29001814,-4.024059358,31.53783399,4,1.393,199.906,1.64508737,3,0.822543685
3.285619778,-4.024747722,31.79582227,4,1.389,209.453,1.64508737,3,0.822543685
3.281393243,-4.02573204,32.06460113,4,1.385,218.953,1.64508737,3,0.822543685
3.277370075,-4.026146849,32.35186908,4,1.381,228.438,1.64508737,3,0.822543685
3.273437519,-4.026101834,32.60497876,4,1.377,237.891,1.64508737,3,0.822543685
3.269578926,-4.026511499,32.87344932,4,1.374,247.359,1.64508737,3,0.822543685
3.266008231,-4.027069045,33.09451099,4,1.371,256.875,1.64508737,3,0.822543685
3.262376887,-4.027723794,33.34136024,4,1.369,266.438,1.64508737,3,0.822543685
3.258578039,-4.025835,33.55830538,4,1.366,275.984,1.64508737,3,0.822543685
3.255285587,-4.026846564,33.80407757,4,1.363,285.484,1.64508737,3,0.822543685
3.251775803,-4.025903622,34.02610414,4,1.359,294.922,1.64508737,3,0.822543685
3.248013898,-4.025788751,34.25509621,4,1.356,304.391,1.64508737,3,0.822543685
3.24446484,-4.024677431,34.49557868,4,1.353,313.844,1.64508737,3,0.822543685
3.241288573,-4.02715035,34.68235579,4,1.35,323.344,1.64508737,3,0.822543685
3.237635547,-4.028373701,34.92730253,4,1.346,332.75,1.64508737,3,0.822543685
3.234317466,-4.027984943,35.15787941,4,1.343,342.25,1.64508737,3,0.822543685
3.230781938,-4.025729076,35.33865878,4,1.34,351.719,1.64508737,3,0.822543685
3.227019783,-4.026017621,35.57047187,4,1.336,361.188,1.64508737,3,0.822543685
3.223757126,-4.026975764,35.79893808,4,1.333,370.688,1.64508737,3,0.822543685
3.220164637,-4.025799991,35.97741099,4,1.329,380.141,1.64508737,3,0.822543685
3.216739892,-4.027300406,36.17482335,4,1.326,389.609,1.64508737,3,0.822543685
3.213141591,-4.028134799,36.39452408,4,1.323,399.078,1.64508737,3,0.822543685
3.20969676,-4.024269749,36.60742155,4,1.32,408.531,1.64508737,3,0.822543685
3.206240113,-4.028108974,36.80534851,4,1.316,417.969,1.64508737,3,0.822543685
3.202647381,-4.025774395,37.0075585,4,1.312,427.484,1.64508737,3,0.822543685
3.199067446,-4.028517539,37.20362128,4,1.31,437.031,1.64508737,3,0.822543685
3.195566413,-4.026431512,37.38705141,4,1.306,446.563,1.64508737,3,0.822543685
3.191995152,-4.027212656,37.5747535,4,1.302,456.031,1.64508737,3,0.822543685
3.188366858,-4.026942991,37.77337818,4,1.3,465.484,1.64508737,3,0.822543685
3.184990249,-4.026933821,37.92568443,4,1.297,474.922,1.64508737,3,0.822543685
3.18158642,-4.02629153,38.13952948,4,1.294,484.375,1.64508737,3,0.822543685
3.178099503,-4.026828431,38.25272605,4,1.291,493.891,1.64508737,3,0.822543685
3.174859073,-4.027114543,38.40187263,4,1.288,503.344,1.64508737,3,0.822543685
3.171307378,-4.025381551,38.61471599,4,1.285,512.891,1.64508737,3,0.822543685
3.168076657,-4.027250109,38.75860185,4,1.281,522.359,1.64508737,3,0.822543685
3.164849597,-4.026883059,38.93652535,4,1.278,531.891,1.64508737,3,0.822543685
3.16142182,-4.027038734,39.08291658,4,1.275,541.375,1.64508737,3,0.822543685
3.158389082,-4.026779212,39.27912186,4.001,1.272,550.938,1.64508737,3,0.822543685
3.155254632,-4.02637336,39.41570659,4,1.268,560.391,1.64508737,3,0.822543685
3.151854037,-4.028590658,39.53699771,4.001,1.265,569.875,1.64508737,3,0.822543685
3.148749916,-4.027980592,39.72225091,4,1.262,579.313,1.64508737,3,0.822543685
3.145595268,-4.030054299,39.84632557,4,1.259,588.734,1.64508737,3,0.822543685
3.142931007,-4.026477228,40.02123699,4,1.256,598.172,1.64508737,3,0.822543685
3.13997717,-4.028704435,40.17640744,4,1.253,607.703,1.64508737,3,0.822543685
3.136890898,-4.026960378,40.3555462,4.001,1.25,617.172,1.64508737,3,0.822543685
3.134124679,-4.027495202,40.51180782,4.001,1.248,626.641,1.64508737,3,0.822543685
3.131372982,-4.029263351,40.61753119,4,1.245,636.109,1.64508737,3,0.822543685
3.12867666,-4.028381754,40.72152351,4.001,1.242,645.594,1.64508737,3,0.822543685
3.12576223,-4.027995893,40.91676644,4,1.238,655.094,1.64508737,3,0.822543685
3.123088574,-4.028746975,41.08562787,4.001,1.236,664.609,1.64508737,3,0.822543685
3.120744534,-4.027322486,41.20176954,4.001,1.234,674.141,1.64508737,3,0.822543685
3.118056497,-4.02846309,41.35955528,4,1.231,683.563,1.64508737,3,0.822543685
3.115029954,-4.025455742,41.5095492,4.001,1.228,692.984,1.64508737,3,0.822543685
3.112594401,-4.024875087,41.66856294,4.001,1.226,702.438,1.64508737,3,0.822543685
3.110244425,-4.026578825,41.85567296,4.001,1.224,711.875,1.64508737,3,0.822543685
3.107672626,-4.026687899,41.99170077,4,1.222,721.375,1.64508737,3,0.822543685
3.105243959,-4.027323862,42.12328041,4,1.218,730.875,1.64508737,3,0.822543685
3.102707391,-4.027363084,42.26512974,4,1.216,740.344,1.64508737,3,0.822543685
3.100223797,-4.026045044,42.43822529,4.001,1.213,749.813,1.64508737,3,0.822543685
3.098038119,-4.02579844,42.58616123,4,1.211,759.219,1.64508737,3,0.822543685
3.095921654,-4.026587679,42.72528945,4,1.208,768.688,1.64508737,3,0.822543685
3.093424277,-4.026086365,42.86092627,4,1.206,778.172,1.64508737,3,0.822543685
3.090889878,-4.027909249,43.00864281,4,1.204,787.719,1.64508737,3,0.822543685
3.088649825,-4.026996897,43.11596385,4.001,1.201,797.281,1.64508737,3,0.822543685
3.086118113,-4.028250316,43.27084158,4,1.199,806.781,1.64508737,3,0.822543685
3.083682953,-4.02797449,43.43889289,4.001,1.196,816.203,1.64508737,3,0.822543685
3.081545977,-4.027836572,43.53565295,4.001,1.194,825.641,1.64508737,3,0.822543685
3.079190111,-4.026503805,43.66666207,4.001,1.192,835.109,1.64508737,3,0.822543685
3.076722565,-4.024969199,43.80758643,4.001,1.19,844.641,1.64508737,3,0.822543685
3.074335203,-4.028028064,43.90575783,4.001,1.188,854.172,1.64508737,3,0.822543685
3.072145371,-4.027611609,44.05197561,4.001,1.185,863.625,1.64508737,3,0.822543685
3.069921861,-4.027644805,44.19915126,4,1.183,873.078,1.64508737,3,0.822543685
3.067460951,-4.027055201,44.35662082,4.001,1.18,882.547,1.64508737,3,0.822543685
